"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Acacia dealbata"	"Madagascan"	31	6	NA	0.00784	0.99216	0.72924	14.8164	1	2495	0.116	0.003	1	0.006	33.863	2.286	121	3.559	-0.490605581396579	-0.714987056204138	-0.826158338854873	-1.06725746029496	-0.896624159033665	-0.593863890999963	251	1273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia dealbata"	"Nearctic"	346	35	NA	0.19235	0.80765	0.05989	99.28211	106	2342	19.097	0.357	106	0.345	3.203	0.032	97	0.307	-0.339342585224075	-0.381033048714811	-0.212868114419118	0.0836410240913338	-0.0750315931377084	-0.214681530372338	263	1044	"M4B"	0.92114128537657	0	0.942586168494916	0.927970086696914	0.67484819956363	1.23124161891415	1.39063454442983	1.76442708422141	1.76323049081719	1.64890170862931	1.8809097345369	1.91060409654969	0.060327641172283	0.0151782851502216	0.243710265959986	0.918	4.06	16.524	0.001	NA
"Acacia dealbata"	"Neotropical"	346	12	NA	0.22283	0.77717	0.19181	108.59361	71	2342	24.198	0.452	71	0.231	10.259	0.094	120	0.465	-0.339342585224075	-0.381033048714811	-0.729776359677271	-0.889550771385733	-0.61711913128518	-0.175664817123288	263	1044	"M4B"	0.972359756041841	0	1.47180183660876	1.54563370426424	0.886559757264754	1.88088146506804	1.99278559156381	1.04631084838718	1.04631084838718	1.04631084838718	1.04631084838718	1.04631084838718	0	0.990333179637043	0.151719734428526	4.299	7.44	23.478	0.519	NA
"Acacia dealbata"	"Palearctic_West"	341	200	NA	0.00316	0.99684	0.03264	52.90372	7	2358	0.167	0.003	7	0.024	1.598	0.03	85	0.399	-0.327053173735132	-0.35723866818974	-0.355410266877164	-0.324472508272383	0.0866787248912876	-0.278143969551634	264	1026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia dealbata"	"Sino-Japanese"	346	10	NA	0.47313	0.52687	0.75893	56.92208	53	2342	26.932	0.504	53	0.173	40.59	0.713	246	2.158	-0.339342585224075	-0.381033048714811	-1.15730312276526	-0.575442765729137	-0.494831953567699	-0.324510178246075	263	1044	"M2A"	0.909878985413846	0	1.03652801256852	0.998527794499977	0.726885271475195	1.34375235037683	1.85263338783373	NA	NA	NA	NA	NA	0.534091472320011	0.527402186336268	0.0686575525326025	3.184	NA	5.845	0	NA
"Acacia mearnsii"	"Afrotropical"	215	83	NA	0.03989	0.96011	0.03607	46.6165	31	2406	1.86	0.051	31	0.128	1.323	0.028	61	0.286	-0.276585698103595	-0.359665589713518	-0.374625398220246	-0.421559568371324	-0.589363316599728	0.0320193042312133	261	1001	"M5A"	0.813959839267944	0	1.52284615773322	1.55530653135048	1.27652688886047	1.72270159405538	1.81995093326327	0.94548045474737	0.955080049813392	0.874311677317722	1.00488991720573	1.03147492297425	0	0.893144157302449	0.451608380677044	4.288	0.387	12.61	12.61	NA
"Acacia mearnsii"	"Australian"	215	7	NA	0.04468	0.95532	0.5772	58.26133	5	2406	2.603	0.071	5	0.021	21.172	0.363	155	1.667	-0.276585698103595	-0.359665589713518	-0.48457460484919	-0.982115279947416	-0.37992317285792	0.214661414210277	261	1001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia mearnsii"	"Nearctic"	215	8	NA	0.34598	0.65402	0.03637	152.62464	154	2406	52.804	1.44	154	0.634	1.334	0.009	72	0.222	-0.276585698103595	-0.359665589713518	-0.200417046411524	0.138334617111555	-0.0682487451583955	-0.198371569882746	261	1001	"M2A"	0.944668712320741	0	1.04819110815403	1.01873372054796	0.733722256713244	1.39235309632175	1.50466212697787	NA	NA	NA	NA	NA	0.00825676780015699	0	0.265217666978274	1.05	NA	9.311	0	NA
"Acacia mearnsii"	"Neotropical"	215	23	NA	0.47097	0.52903	0.76797	57.35353	100	2406	27.012	0.736	100	0.412	28.17	0.491	155	0.824	-0.276585698103595	-0.359665589713518	-1.14737383059211	-0.838374862590212	-0.602769372734873	-0.179787396921837	261	1001	"M2A"	0.933231793552556	0	1.40816100413223	1.43536365249177	1.02928021557398	1.79605283468243	1.97583745221332	NA	NA	NA	NA	NA	0.0174074072079266	0.898720096251329	0.133003422080928	4.216	NA	7.769	0	NA
"Acacia mearnsii"	"Palearctic_West"	215	30	NA	0.01514	0.98486	0.03017	67.95293	9	2406	1.029	0.028	9	0.037	1.107	0.016	73	0.408	-0.276585698103595	-0.359665589713518	-0.348236319083231	-0.377551582233411	0.0861615387445198	-0.267844691744006	261	1001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Afrotropical"	462	33	NA	0	1	0.25954	22.42015	0	2306	0	0	0	0	14.821	0.661	241	2.363	-0.411908451031761	-0.469307218606376	-0.292450167188162	-0.388687949090302	-0.833331754492417	-0.111305643953052	262	1120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Australian"	468	12	NA	0	1	0.41723	54.78569	0	2245	0	0	0	0	25.405	0.464	270	2.015	-0.421255705895506	-0.488607445396098	-0.273685906795532	-0.915167447968994	-0.477608240736014	0.180865654783061	262	1134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Nearctic"	467	23	NA	0.14748	0.85252	0.11347	98.90108	69	2257	14.586	0.245	69	0.176	6.757	0.068	191	0.707	-0.41820164421801	-0.486179738809025	-0.114582395216591	0.020188445378486	-0.136942819278597	-0.212302552631202	262	1134	"M4B"	0.859609261876671	0	2.53154157908585	2.53773701479836	2.46136483727954	2.59924014660714	2.61461592955934	1.0061549386453	1.0091622855551	0.80320253704127	1.209370502094	1.28869598011527	0.00107257698210192	0.0603054959783277	0.299698313680382	3.984	7.126	6.549	21.551	NA
"Acacia melanoxylon"	"Neotropical"	468	13	NA	0.05644	0.94356	0.085	124.35699	19	2245	7.018	0.115	19	0.047	5.175	0.042	178	0.727	-0.421255705895506	-0.488607445396098	-0.32019425771135	-0.846460306486834	-0.863334427630517	-0.332970548334994	262	1134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Palearctic_West"	449	93	NA	0.01861	0.98139	0.05299	66.75387	25	2337	1.242	0.023	25	0.08	2.869	0.043	104	0.446	-0.385427251204464	-0.453717212225925	-0.437490816059243	-0.381553118415532	0.0873513257731385	-0.27725383386953	262	1099	"M5B"	0.959399977568935	0	0.754762205559678	0.767431790683323	0.581632929240254	0.906877623591251	0.948398503678803	1.36231886332165	1.39343852582464	1.23365932289891	1.45432922251567	1.49763426783681	0.0355213188959739	0	0.188844084740146	0.893	2.238	16.081	3.432	NA
"Acer ginnala"	"Nearctic"	36	42	NA	0.09966	0.90034	0.27965	46.60492	43	2434	4.645	0.082	43	0.2	15.82	0.339	86	0.5	-0.793272675922934	-0.711492468469505	-0.474333373420113	-0.327301122118689	-0.321207428131888	-0.352256445662359	272	1417	"M5A"	0.830674955471961	0	0.851659499421282	0.855083811118376	0.753030395436333	0.964324441497293	1.02809976079611	0.787727603293086	0.827020085414664	0.597286233292636	0.950986793416176	0.984404414974392	0.691190136230065	0	0.219185631577665	0.74	2.008	8.012	8.012	NA
"Acer ginnala"	"Palearctic_West"	36	43	NA	0.25123	0.74877	0.82091	20.26029	37	2434	5.09	0.09	37	0.172	46.438	2.292	155	1.598	-0.793272675922934	-0.711492468469505	0.187180054089989	-0.569866925796591	0.0517341896092632	-0.299289681981015	272	1417	"M5A"	0.862945161407519	0	0.824797999254474	0.822731839723811	0.536062425536104	1.09767322265627	1.21719986466205	0.503048711735744	0.502980013890528	0.423081503622743	0.580154679231983	0.610103548601613	0	0.0565402429307294	0.158196172718615	5.111	0.253	7.118	7.118	NA
"Acer negundo"	"Australian"	767	48	NA	0.01024	0.98976	0.28608	68.82368	9	2256	0.705	0.011	9	0.023	17.932	0.261	205	1.041	-0.610856801575254	-0.0420224714337587	-0.424264063875047	-0.43534160160611	-0.538588733361543	0.675685450281499	304	1010	"M2B"	0.988546705119819	0	1.87927332588803	1.84963316263168	1.71643437707846	2.04031589040976	2.30155071459452	NA	NA	NA	NA	NA	0	0	0.0208352535486834	5.249	NA	226.999	0	NA
"Acer negundo"	"Palearctic_West"	906	981	NA	0.00754	0.99246	0.2629	19.41796	33	2258	0.146	0.002	33	0.084	19.305	0.994	194	0.843	-0.502023729576238	0.00426802446780743	0.0323112660727576	-0.386547385675775	0.0855438040329008	-0.215602954794303	300	936	"M2A"	0.962612292071684	0	1.30033822142393	1.17992957242261	0.784135169124452	1.883613804457	1.97602315782799	NA	NA	NA	NA	NA	0	0.66476775389536	0.0537957887433849	4.639	NA	13.639	0	NA
"Acer platanoides"	"Nearctic"	2177	137	NA	0.14112	0.85888	0.04916	32.63475	85	2288	4.606	0.309	85	0.235	0.733	0.022	189	0.735	0.12724813501772	-0.564069994913246	-0.494065874784077	-0.392747807490508	0.117398979738015	-0.363479026774459	220	906	"M5B"	0.704018882450935	0	1.26336271649499	1.2994480288753	1.07322797771527	1.42760721213829	1.44925403561878	1.07382240243594	1.0819733253529	0.790751572108222	1.32552242333883	1.44796582750161	0.1788001703169	0.669586073195991	0.273515490664368	3.327	1.541	11.858	8.993	NA
"Acer platanoides"	"Palearctic_West"	2177	534	NA	0.00087	0.99913	0.12294	22.26447	2	2288	0.019	0.001	2	0.006	1.832	0.082	238	1.904	0.12724813501772	-0.564069994913246	0.167177559803595	-0.863088823746438	0.154000069638056	-0.391088359784614	220	906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acer pseudoplatanus"	"Australian"	1561	59	NA	0.06223	0.93777	0.01062	56.76288	35	2398	3.532	0.177	35	0.139	0.212	0.004	76	0.362	0.0242342200277332	-0.514723920256024	-0.188263381500928	-0.849033097884364	-0.453376173851332	0.358980322339341	230	931	"M2A"	0.942236364610879	0	2.08836712584487	2.15035236722197	1.84861483929939	2.3780702523289	2.4712428951502	NA	NA	NA	NA	NA	0	0.512474149951155	0.0176122438245276	4.767	NA	8.932	0	NA
"Acer pseudoplatanus"	"Nearctic"	1586	45	NA	0.09369	0.90631	0.09732	39.80676	43	2315	3.729	0.179	43	0.129	2.023	0.051	163	0.762	0.0250834450578543	-0.533488607101118	-0.547827211288957	-0.5715552392996	0.0486560323761183	-0.266230336235697	229	944	"M5A"	0.766017597502084	0	0.993636913760065	0.987596052066456	0.85787844511039	1.11074585289537	1.20947329565742	1.16965432023681	1.2012231518358	0.914122321537273	1.38170620836551	1.5024851229547	0.284563438973763	0.671097368367792	0.27301181783962	1.253	3.404	7.191	7.191	NA
"Acer pseudoplatanus"	"Palearctic_West"	1586	1047	NA	0.06639	0.93361	0.12273	34.14909	74	2315	2.267	0.109	74	0.222	2.551	0.075	169	0.707	0.0250834450578543	-0.533488607101118	0.106234030814658	-1.01285396233123	0.123161014268113	-0.344971785108933	229	944	"M2A"	0.993366132562295	0	2.3576743061915	2.34464395079265	1.7690535064996	2.93604316444954	3.19690724076087	NA	NA	NA	NA	NA	0	0.995694368526715	0.0549430732831226	4.251	NA	75.623	0	NA
"Acer saccharinum"	"Palearctic_West"	319	222	NA	0.16307	0.83693	0.66824	21.95007	37	2337	3.579	0.096	37	0.119	24.914	1.135	212	1.547	-0.642882992335865	-0.155260688863408	0.0916244219972653	-0.549705699495145	0.021875712978054	-0.173487125935255	299	1079	"M2A"	0.948330807441843	0	0.977941903442889	0.949273323930189	0.607389347223601	1.37670684481613	1.48217669238404	NA	NA	NA	NA	NA	0	0.188247286688401	0.0898434175623682	4.962	NA	9.949	0	NA
"Achillea millefolium"	"Australian"	2980	89	NA	0.00837	0.99163	0.03861	102.54595	22	1954	0.858	0.022	22	0.032	1.539	0.015	289	0.675	-0.0608057075267912	-0.631599260121937	-0.224953750513819	-0.851212657358268	-0.54656372980765	0.628513606657692	228	1029	"M2A"	0.999740991588021	0	4.68564088550176	4.69331734077045	4.4922295872073	4.89401623416314	4.96028905449488	NA	NA	NA	NA	NA	0	1	0.000232555736075057	4.293	NA	226.999	0	NA
"Achillea millefolium"	"Neotropical"	4633	6	NA	0.0686	0.9314	0.29876	230.51165	39	1842	15.814	0.417	39	0.048	11.316	0.049	434	1.053	0.124816742015963	-0.6886939884386	-0.748254327102562	-1.49835297999247	-0.818831323157976	-0.439498844907004	212	968	"M2B"	0.918910016278488	0	1.98315692101433	1.98927134903952	1.7434774828611	2.23997691023663	2.35781801996454	NA	NA	NA	NA	NA	0	0.960589894696624	0.240965542401342	4.184	NA	226.354	0	NA
"Achillea millefolium"	"Sino-Japanese"	4554	25	NA	0.02722	0.97278	0.91282	45.99694	11	1973	1.252	0.036	11	0.016	31.885	0.693	518	3.065	0.13719795519032	-0.660432392520812	-1.27729616523533	-1.03729084580191	-0.0543807601344968	-0.539085098019293	213	950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acroptilon repens"	"Australian"	23	26	NA	0.00093	0.99907	0.45217	21.88123	1	2432	0.02	0	1	0.005	32.186	1.471	130	1.477	-0.244031135697077	0.513522076973459	-0.331110556872884	0.325462700293985	-0.473545677180944	0.831284606126657	317	569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acroptilon repens"	"Nearctic"	57	144	NA	0.02956	0.97044	0.29383	46.65379	43	2182	1.379	0.009	43	0.092	45.954	0.985	243	0.91	0.210884311002661	0.167410828133367	-0.187372940866783	0.466065340941027	0.251493988008402	-0.20544732005768	263	517	"M2B"	0.960691290120971	0	1.27384753609347	1.2752515408824	0.996704858939082	1.54308708908346	1.65863017566861	NA	NA	NA	NA	NA	0.141674107317414	0.872313763344953	0.0655345195456953	3.706	NA	161.294	0	NA
"Acroptilon repens"	"Palearctic_West"	52	16	NA	0	1	0.86253	6.04158	0	2187	0	0	0	0	128.867	21.33	420	10	0.163114210344803	0.167879473713452	0.272594847061824	-0.344560758733477	0.49533115447068	-0.426742383867977	267	540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Adenanthera pavonina"	"Afrotropical"	75	16	NA	0.17474	0.82526	0.06904	151.93993	150	2296	26.55	0.369	150	0.425	4.965	0.033	78	0.184	-1.62789201308361	-0.775363133686274	-1.35621609298243	-0.618072748207503	-1.28446947907065	-0.288083967645373	323	1848	"M5B"	0.669607050566445	0	1.12950882609519	1.11293923248942	0.884502311111081	1.39989845535	1.49743474015751	1.4465508244128	1.32515510081518	1.05837324259862	2.07735505634091	2.17956019335539	0.405715174904021	0.59745436772287	0.636614287248244	3.007	4.617	10.596	6.963	NA
"Adenanthera pavonina"	"Neotropical"	79	31	NA	0.0561	0.9439	0.2136	75.3949	49	2101	4.229	0.04	49	0.089	22.356	0.297	306	1.052	-1.6927891194098	-0.853461451241622	-1.17444335987746	-0.553070540698061	-1.70458636333662	-0.876810189650994	322	1917	"M2B"	0.720471507052422	0	2.08777278842479	2.09029852300453	2.0028558541654	2.17016398810445	2.20591242851214	NA	NA	NA	NA	NA	0	0	0.162782381744998	5.309	NA	226.999	0	NA
"Adenanthera pavonina"	"Oriental"	79	12	NA	0.13954	0.86046	0.2548	204.40456	74	2101	28.522	0.273	74	0.135	26.667	0.13	223	0.559	-1.6927891194098	-0.853461451241622	-2.38805569393973	-1.76078716367677	-1.82760796913151	-0.787059125518406	322	1917	"M2B"	0.907069826472838	0	2.10086830952338	2.11743315100462	1.66180931249813	2.51140110079015	2.66259173425015	NA	NA	NA	NA	NA	0.00622803320855041	0.755384615770515	0.118293621877237	4.564	NA	87.09	0	NA
"Adenanthera pavonina"	"Panamanian"	78	11	NA	0	1	0.34301	48.78911	0	2181	0	0	0	0	34.569	0.709	311	1.981	-1.6847763582902	-0.853147613881682	-1.67228169975595	-0.975086001491137	-1.67282078939918	-0.871063485198588	322	1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aegilops cylindrica"	"Nearctic"	321	241	NA	0.0578	0.9422	0.03024	35.39744	42	2341	2.046	0.061	42	0.136	1.008	0.028	108	0.446	-0.156253775663808	0.27141910721048	-0.506897119532912	0.28992845742491	0.13804764221177	-0.137019380418077	295	644	"M2A"	0.891385532747533	0	1.32586430463787	1.33197642226202	1.13874798685579	1.47437751575285	1.57668075798788	NA	NA	NA	NA	NA	0.615676793679276	0.518509205247957	0.0863034759763137	3.32	NA	4.915	0	NA
"Aegilops cylindrica"	"Palearctic_West"	321	84	NA	0.04631	0.95369	0.19178	31.77271	38	2341	1.471	0.044	38	0.123	6.393	0.201	175	1.023	-0.156253775663808	0.27141910721048	-0.11704268897645	-0.324561711756116	0.157755588164249	-0.242850203522125	295	644	"M2A"	0.979695054652773	0	1.11800852387643	1.10222571866587	0.869671261913919	1.39158945113898	1.49509668283771	NA	NA	NA	NA	NA	0	0.883237247271556	0.0231225241291384	4.361	NA	24.883	0	NA
"Aegopodium podagraria"	"Australian"	1701	6	NA	0	1	0.18434	28.86668	0	2280	0	0	0	0	3.703	0.128	308	5.049	0.0937249220628005	-0.599404680861941	-0.011914974952311	-0.712314918875188	-0.366275825506082	-0.17980931668856	220	940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aegopodium podagraria"	"Nearctic"	2377	65	NA	0.09369	0.90631	0.3598	23.93154	39	2216	2.242	0.132	39	0.09	6.095	0.255	330	2.324	0.169785782146047	-0.636608066199969	-0.574135151442871	-0.646122648443044	0.274544263270464	-0.45483806197881	212	923	"M2B"	0.94774974211863	0	1.88145395829412	2.11375908917284	1.33385199019759	2.36847386114585	2.44678626706195	NA	NA	NA	NA	NA	0.123997864800613	0.923625046649843	0.112545240051328	3.89	NA	227	0	NA
"Aegopodium podagraria"	"Palearctic_West"	2378	632	NA	0.00047	0.99953	0.06241	34.03952	4	2195	0.016	0.001	4	0.009	1.06	0.031	248	1.181	0.169056652934213	-0.637020251856126	0.108396259810513	-1.06766729573114	0.234773061347161	-0.455158331292934	212	923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Agropyron cristatum"	"Nearctic"	305	355	NA	0.00948	0.99052	0.05367	31.83866	32	2312	0.302	0.005	32	0.095	3.037	0.095	100	0.372	0.213197657727582	0.0396909652380449	-0.00690595153995131	0.173151795657569	0.247446230462691	-0.208912006979782	255	577	"M2B"	0.943573154146995	0	1.28073103340348	1.13791300818987	0.92725476717513	1.78440812019037	1.87743480509708	NA	NA	NA	NA	NA	0.104719859059903	0.8621868371877	0.161114010140293	3.57	NA	227	0	NA
"Agrostis capillaris"	"Australian"	1648	195	NA	0.09627	0.90373	0.02472	93.95682	76	2277	9.045	0.273	76	0.204	0.819	0.009	105	0.306	0.0881792341414158	-0.801176693736687	-0.368271421095205	-0.798766883998113	-0.354745434113417	0.0939614987855216	207	1038	"M2B"	0.978017191498106	0	1.92691666165265	1.88370809225551	1.14314996065523	2.77856010106831	3.12363171420145	NA	NA	NA	NA	NA	0.0109172672071791	0.994011582269826	0.126997169179626	4.29	NA	148.169	0	NA
"Agrostis capillaris"	"Nearctic"	3265	90	NA	0.1545	0.8455	0.15238	85.22537	135	2128	13.167	0.532	135	0.259	3.77	0.044	237	0.566	0.267993432011583	-0.840035620078976	-0.477690124416824	-0.712548345382307	0.22890413054015	-0.363527486473692	192	969	"M4B"	0.908276053589882	0	0.774911568142621	0.730236549906075	0.587080795932999	1.00728123136702	1.07671616391312	1.99157219234003	1.84856191617916	1.44369597116576	2.65921671267897	2.84468627476897	0.028241612309469	0.935387957723047	0.296826968635432	0.698	3.839	1.667	30.097	NA
"Agrostis capillaris"	"Neotropical"	3263	9	NA	0.0847	0.9153	0.73772	90.77189	10	2149	7.689	0.313	10	0.02	18.134	0.2	397	3.513	0.268486765890813	-0.841476304502969	0.120771113884615	-1.15948552671811	-0.354049705186926	-0.451235866495712	192	969	"M2A"	0.99560322006875	0	1.06445463453446	1.07978092905537	0.929800454636426	1.17670249547163	1.20031438041591	NA	NA	NA	NA	NA	0	1	0.00511364220597832	4.198	NA	113.964	0	NA
"Agrostis gigantea"	"Australian"	2028	61	NA	0.04952	0.95048	0.03924	68.58145	51	2227	3.396	0.159	51	0.121	0.837	0.012	189	0.665	0.111836828715205	-0.632727486783298	-0.345991822903636	-0.518276963039522	-0.460661647643688	0.697431330702273	217	948	"M2A"	0.994897542870922	0	2.13142245801118	2.24044115006377	0.920565033973319	3.30277407293139	3.54331199082584	NA	NA	NA	NA	NA	0	1	0.0158112452453124	4.403	NA	98.244	0	NA
"Agrostis gigantea"	"Nearctic"	2878	626	NA	0.09646	0.90354	0.03468	82.53682	127	2013	7.961	0.436	127	0.2	0.633	0.008	256	0.505	0.200852804347756	-0.627819895167801	-0.302309200295262	-0.159163274933387	0.165980213543519	-0.279403675715049	211	903	"M2B"	0.897901933261435	0	2.374388180885	2.42501120722551	1.57142460046393	3.12397422468184	3.28879877604225	NA	NA	NA	NA	NA	0.161494528455881	0.857608312072044	0.205893914060533	4.011	NA	226.999	0	NA
"Agrostis gigantea"	"Neotropical"	2872	36	NA	0.09038	0.90962	0.03133	149.35079	37	2053	13.498	0.753	37	0.062	0.562	0.004	262	0.706	0.201459438779883	-0.630429329562374	-0.0293906394926802	-0.244147686306581	-0.465122967100942	-0.296236530948931	211	903	"M5B"	0.668486694957006	0	0.765627665375121	0.798148855735819	0.543274994116893	0.970432728608452	1.02490846762659	1.49171681116604	1.46084918114197	1.45910215967802	1.53667851466367	1.5556358480441	0.65593773323785	0.014674649968282	0.17020653853768	2.485	0.792	7.388	169.853	NA
"Agrostis gigantea"	"Sino-Japanese"	2858	61	NA	0.3929	0.6071	0.74271	80.07644	123	2114	31.462	1.874	123	0.23	12.468	0.156	385	1.41	0.207529578724471	-0.624183800681957	-1.14570118914188	-1.11402378702229	0.100943134747523	-0.505360237771421	211	898	"M2A"	0.984232446089282	0	2.05643493055524	2.11202609034337	1.44190691257371	2.60451968748433	2.83563842028936	NA	NA	NA	NA	NA	0.0031248025956974	0.996875197404303	0.0370296119384056	3.816	NA	31.967	0	NA
"Agrostis scabra"	"Palearctic_West"	1136	57	NA	0	1	0.5187	22.15922	0	1998	0	0	0	0	50.271	2.269	541	4.918	0.022449296726117	-0.41095622774716	0.180807025327064	-0.636803438394818	0.313286875984591	-0.392916506380945	237	882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ailanthus altissima"	"Australian"	73	105	NA	0.04512	0.95488	0.46084	38.93277	62	2367	1.757	0.025	62	0.22	31.911	0.82	113	0.489	-1.11278694123674	-0.49772561769655	-0.467575885663974	-0.211787748424989	-0.626399584620343	0.0111732926982679	307	1469	"M2C"	0.714613960139885	0	1.7767073270992	1.85523878420934	1.2959817266351	2.24542150698058	2.29846845991199	NA	NA	NA	NA	NA	0.000919081426586696	0.594033503327628	0.630842610767932	4.267	NA	226.999	0	NA
"Ailanthus altissima"	"Nearctic"	82	273	NA	0.10809	0.89191	0.19648	59.70841	118	2217	6.454	0.071	118	0.273	17.789	0.298	156	0.396	-1.03420754553888	-0.534583508480633	-0.62037622968839	-0.00942228030424749	0.0210577702085658	-0.291394640885437	299	1450	"M5B"	0.361548323406842	0	1.92597950419251	1.83782293540784	1.29235571985409	2.73457773939212	2.83500420216991	1.31126722659084	1.34943635528518	0.789868162920683	1.75643404184094	1.94233341980276	0.144637952069123	0.56691705668792	0.432506695181204	3.903	1.462	226.999	3.854	NA
"Ailanthus altissima"	"Palearctic_West"	67	892	NA	0.03009	0.96991	0.35058	27.28478	135	2319	0.821	0.01	135	0.409	28.687	1.051	124	0.364	-0.896753682137951	-0.480853033165634	-0.0756476192287882	-0.31008619356333	0.163576806951457	-0.325516073487966	294	1357	"M5A"	0.392886882620364	0	1.40402651232012	1.34819166669206	0.744473909238537	2.16374474127969	2.3514243219643	1.4284226721862	1.31035148961383	1.08046301020782	1.90377475063042	2.05685351230085	0.432640737810206	0.311537353707461	0.817189548262946	1.842	4.198	4.37	4.37	NA
"Ailanthus altissima"	"Saharo-Arabian"	43	22	NA	0.27157	0.72843	0.27162	85.15733	79	2361	23.126	0.265	79	0.274	23.665	0.278	132	0.562	-0.675561418785678	-0.272876221928713	-0.279929780615202	0.186124679769618	-0.154730038248087	0.18036120588	293	1151	"M5A"	0.710158666154517	0	0.851527217792146	0.854955072950726	0.65791463517691	1.0274169620374	1.10630256211517	0.709826864448687	0.6899986020812	0.521067057395521	0.900923898360085	1.08385278136822	0.128449500221651	0	0.372642888967601	2.4	0.075	6.651	6.651	NA
"Akebia quinata"	"Australian"	69	12	NA	0.52282	0.47718	0.83085	80.95032	59	2441	42.322	0.97	59	0.284	36.251	0.448	145	1.189	-1.21006916940449	-0.797182225351268	-0.356636368641024	-0.663949762899179	-0.910453582616032	-0.337658738109116	294	1658	"M2A"	0.924231918359687	0	0.948019787492523	0.947344359880542	0.678780234490875	1.21969159894403	1.30161229472726	NA	NA	NA	NA	NA	0	0	0.0763712261493507	6.023	NA	6.893	0	NA
"Akebia quinata"	"Nearctic"	77	27	NA	0.06277	0.93723	0.48524	23.61092	32	2383	1.482	0.027	32	0.12	26.589	1.126	165	1.241	-1.27690838356329	-0.876021939894643	-0.786516650869433	-0.464108047829086	-0.845431433943165	-0.32900946268922	293	1727	"M5A"	0.706331272658199	0	1.16832717455542	1.20970049243946	1.03131618132975	1.33843759619273	1.38421564884717	0.830590976075096	0.819891333693866	0.641853081999623	1.03103750973737	1.10121642793606	0	0	0.463666998165199	1.216	5.244	27.236	27.236	NA
"Akebia quinata"	"Palearctic_West"	62	15	NA	0.91207	0.08793	0.97488	32.38305	66	2486	29.535	0.829	66	0.405	34.749	1.073	146	1.759	-1.17834739593559	-0.725795773666268	0.120730968837254	-0.478841019354441	-0.381253805375156	-0.128277705925385	296	1611	"M2A"	0.898898673341531	0	0.753964142643803	0.795044090121893	0.393381673650101	1.0317305913546	1.12782989117287	NA	NA	NA	NA	NA	0	0.0481788043812475	0.098823213386097	5.523	NA	5.25	0	NA
